Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Importer reported quantity,Term,Unit,Purpose,Source
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,ES,15,trophies,,H,W
2021,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,DE,15,trophies,Number of specimens,H,W
2021,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,DE,24,trophies,Number of specimens,H,W
2021,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,DE,1,trophies,Number of specimens,P,W
2021,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,DE,1,skulls,Number of specimens,T,O
2021,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,DE,2,live,Number of specimens,T,C
2020,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CA,1,live,Number of specimens,Z,F
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,MD,1,live,,Z,C
2021,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,BY,1,live,,Z,C
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,BE,1,trophies,Number of specimens,Unspecified,W
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,FR,1,trophies,Number of specimens,Unspecified,
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,IT,1,trophies,,Unspecified,
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,BE,2,trophies,Number of specimens,Unspecified,W
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,IT,2,trophies,,Unspecified,
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,IT,3,trophies,,Unspecified,
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,NL,3,skulls,,Unspecified,
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,IT,6,trophies,,Unspecified,
2020,III,Capra sibirica,Mammalia,Artiodactyla,Bovidae,Capra,IT,8,trophies,,Unspecified,
2020,III,Capra hircus,Mammalia,Artiodactyla,Bovidae,Capra,FR,182,leather products (small),Number of specimens,Unspecified,
2020,III,Capra hircus,Mammalia,Artiodactyla,Bovidae,Capra,FR,1561,leather products (large),Number of specimens,Unspecified,
2020,III,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,FR,1805,leather products (small),Number of specimens,Unspecified,
2020,III,Capra hircus,Mammalia,Artiodactyla,Bovidae,Capra,FR,29931,leather products (small),Number of specimens,Unspecified,
2021,I,Capricornis thar,Mammalia,Artiodactyla,Bovidae,Capricornis,DE,1,trophies,Number of specimens,P,O
2020,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,DE,1,live,,B,F
2020,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,AT,1,trophies,,H,W
2020,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,DK,1,trophies,,H,W
2020,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,BE,2,trophies,Number of specimens,H,W
2021,I,Cephalophus jentinki,Mammalia,Artiodactyla,Bovidae,Cephalophus,DE,8,specimens,Number of specimens,S,W
2020,II,Cephalophus ogilbyi,Mammalia,Artiodactyla,Bovidae,Cephalophus,DE,10,specimens,,S,W
2021,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,DE,2,live,Number of specimens,Z,F
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,CN,5,bodies,Number of specimens,E,W
2020,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,ES,1,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AT,1,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,CZ,1,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DE,1,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,ES,1,trophies,,H,F
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,SK,1,trophies,,H,W
2021,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AT,1,garments,,H,W
2021,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AT,1,trophies,,H,W
2021,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DE,1,skins,Number of specimens,H,W
2021,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DE,1,trophies,Number of specimens,H,W
2020,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DK,2,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,HU,2,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,SE,3,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,DK,4,trophies,,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,NO,4,trophies,Number of specimens,H,W
2020,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,ES,6,trophies,,H,W
2020,II,Damaliscus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,ML,60,unspecified,,Unspecified,
2020,III,Gazella dorcas,Mammalia,Artiodactyla,Bovidae,Gazella,NE,10,live,,T,W
2020,III,Gazella dorcas,Mammalia,Artiodactyla,Bovidae,Gazella,GB,20,specimens,Number of specimens,Unspecified,
2020,I,Hippotragus niger,Mammalia,Artiodactyla,Bovidae,Hippotragus,ML,35,unspecified,,Unspecified,
2020,II,Kobus spp.,Mammalia,Artiodactyla,Bovidae,Kobus,AT,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AR,1,trophies,Number of specimens,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AT,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AT,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,BE,1,skins,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,BE,1,trophies,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,BG,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CR,1,trophies,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,1,skulls,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,HU,1,trophies,,H,C
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,HU,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,ID,1,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,IS,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,NZ,1,skulls,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SE,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SE,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SK,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SK,1,trophies,,H,F
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AT,1,trophies,,H,F
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SK,1,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,2,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,2,skulls,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,2,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,FI,2,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,RO,2,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,SE,2,trophies,,H,F
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CZ,2,trophies,,H,F
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,2,skins,Number of specimens,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AT,3,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,3,skins,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,3,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DK,3,trophies,,H,W
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,3,trophies,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AT,4,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,4,skins,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,HU,4,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,NO,4,trophies,Number of specimens,H,F
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CZ,4,trophies,,H,W
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,5,skins,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CZ,6,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,ES,6,trophies,,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,ZA,6,trophies,,H,W
2021,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DE,7,trophies,Number of specimens,H,W
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,AR,8,trophies,Number of specimens,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DK,10,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,ES,51,trophies,,H,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,CN,1,trophies,Number of specimens,P,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,FR,1,trophies,Number of specimens,P,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,NL,2,trophies,,P,F
2020,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,DK,1,trophies,,Unspecified,F
2020,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,SA,6,live,Number of specimens,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,BG,1,trophies,,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,1,skin pieces,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CN,1,trophies,Number of specimens,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,1,trophies,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,IT,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,LV,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,NO,1,trophies,Number of specimens,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,1,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PL,1,trophies,,H,R
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PT,1,trophies,Number of specimens,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,1,trophies,,H,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,1,trophies,,H,W
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ES,1,trophies,,H,F
2021,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AT,1,skins,,H,W
2021,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SK,1,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CA,2,skin pieces,Number of specimens,H,W
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,RU,2,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,2,trophies,,H,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,ZA,2,trophies,,H,W
2021,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AT,2,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DE,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,ES,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,SE,4,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AT,5,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HU,5,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,DK,7,trophies,,H,F
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,TH,1,trophies,Number of specimens,P,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,FR,1,trophies,Number of specimens,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,OM,2,live,,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,7,live,,P,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,12,live,Number of specimens,P,C
2020,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,GB,71,specimens,Number of specimens,S,F
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,BH,1,trophies,Number of specimens,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,4,live,,T,C
2020,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,OM,5,live,,T,C
2021,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PK,8,live,,T,C
2021,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,11,live,,T,D
2021,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,PK,13,live,,T,D
2021,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,30,live,,T,C
2020,I,Oryx spp.,Mammalia,Artiodactyla,Bovidae,Oryx,ML,28,unspecified,,Unspecified,
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,ID,1,skulls,,H,W
2020,II,Ovis darwini,Mammalia,Artiodactyla,Bovidae,Ovis,PT,1,trophies,Number of specimens,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,CZ,1,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,GB,1,trophies,Number of specimens,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,IT,1,trophies,,H,W
2021,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,AT,1,trophies,,H,W
2021,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,SK,1,trophies,,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,BE,2,trophies,Number of specimens,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,DK,2,trophies,,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,ZA,2,trophies,,H,W
2020,II,Ovis darwini,Mammalia,Artiodactyla,Bovidae,Ovis,DE,2,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,AT,2,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,DE,2,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,DK,2,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,RO,2,trophies,,H,W
2021,I,Ovis vignei,Mammalia,Artiodactyla,Bovidae,Ovis,AT,2,trophies,,H,W
2021,II,Ovis cycloceros,Mammalia,Artiodactyla,Bovidae,Ovis,DE,2,trophies,Number of specimens,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,DE,3,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,ES,3,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,HU,3,trophies,,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,DK,5,trophies,,H,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,DE,5,trophies,,H,W
2021,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,DE,5,trophies,Number of specimens,H,W
2021,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,DE,7,trophies,Number of specimens,H,W
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,ES,8,trophies,,H,W
2020,I,Ovis gmelini,Mammalia,Artiodactyla,Bovidae,Ovis,CA,1,skin pieces,Number of specimens,P,R
2020,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,PH,1,trophies,,P,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,PL,1,skulls,,P,W
2021,I,Ovis vignei,Mammalia,Artiodactyla,Bovidae,Ovis,DE,1,trophies,Number of specimens,P,O
2020,II,Ovis cycloceros,Mammalia,Artiodactyla,Bovidae,Ovis,PH,2,trophies,,P,W
2020,II,Ovis polii,Mammalia,Artiodactyla,Bovidae,Ovis,PL,2,skins,,P,W
2021,I,Pantholops hodgsonii,Mammalia,Artiodactyla,Bovidae,Pantholops,AT,1,trophies,,T,O
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,AT,1,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,DE,1,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,FI,1,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,NO,1,trophies,Number of specimens,H,W
2021,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,CZ,1,trophies,,H,W
2021,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,MT,1,trophies,Number of specimens,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,AT,2,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,BE,2,trophies,Number of specimens,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,ES,2,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,NO,3,bodies,Number of specimens,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,DK,5,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,ES,7,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,ZA,9,trophies,,H,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,ZA,1,trophies,,L,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,DE,38,specimens,,S,W
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,ZA,2,trophies,,T,C
2020,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,CN,3,skins,Number of specimens,T,W
2021,III,Pseudois nayaur,Mammalia,Artiodactyla,Bovidae,Pseudois,DE,1,trophies,Number of specimens,H,W
2020,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,11.065,medicine,kg,T,O
2020,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,200,horns,kg,T,O
2020,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,JP,376.206,horns,kg,T,W
2020,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,1000,horns,kg,T,O
2020,II,Saiga tatarica,Mammalia,Artiodactyla,Bovidae,Saiga,HK,52310,medicine,Number of specimens,T,O
2020,II,Aceros corrugatus,Aves,Coraciiformes,Bucerotidae,Aceros,GB,2,live,Number of specimens,Z,C
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,CY,2,live,,T,W
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,GB,2,carvings,Number of specimens,T,O
2020,I,Buceros bicornis,Aves,Coraciiformes,Bucerotidae,Buceros,SG,1,live,Number of specimens,Z,C
2020,II,Buceros rhinoceros,Aves,Coraciiformes,Bucerotidae,Buceros,FR,1,live,Number of specimens,Z,I
2020,II,Buceros rhinoceros,Aves,Coraciiformes,Bucerotidae,Buceros,PT,1,live,,Z,C
2020,II,Rhyticeros plicatus,Aves,Coraciiformes,Bucerotidae,Rhyticeros,ID,7,live,,N,I
2020,II,Rhyticeros plicatus,Aves,Coraciiformes,Bucerotidae,Rhyticeros,AE,6,live,Number of specimens,T,W
2020,II,Rhyticeros plicatus,Aves,Coraciiformes,Bucerotidae,Rhyticeros,UZ,6,live,,T,W
2021,II,Rhyticeros plicatus,Aves,Coraciiformes,Bucerotidae,Rhyticeros,SK,1,live,,Z,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,TH,3,live,,B,C
2020,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,LK,4,live,Number of specimens,B,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,PH,4,live,,B,C
2020,II,Cacatua ophthalmica,Aves,Psittaciformes,Cacatuidae,Cacatua,LK,4,live,Number of specimens,B,C
2021,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,LK,6,live,Number of specimens,B,C
2021,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,LK,6,live,Number of specimens,B,C
2021,II,Cacatua ducorpsii,Aves,Psittaciformes,Cacatuidae,Cacatua,LK,7,live,Number of specimens,B,C
2020,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,KE,1,live,Number of specimens,N,C
2020,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,ID,55,live,,N,I
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,1,live,,P,F
2020,I,Cacatua goffiniana,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,1,live,Number of specimens,P,F
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,1,live,Number of specimens,P,C
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,RU,1,live,,P,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,1,live,Number of specimens,P,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,1,live,,P,F
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,NL,1,live,,P,C
2020,II,Cacatua ducorpsii,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,1,live,Number of specimens,P,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,1,live,Number of specimens,P,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,1,live,Number of specimens,P,C
2021,II,Cacatua galerita,Aves,Psittaciformes,Cacatuidae,Cacatua,TR,1,live,,P,C
2021,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,1,specimens,,P,C
2021,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,1,specimens,,P,C
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,2,live,Number of specimens,P,C
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,QA,2,live,Number of specimens,P,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,GB,2,live,Number of specimens,P,F
2020,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,DE,4,live,,P,C
2021,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,4,feathers,,P,C
2021,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,4,feathers,,P,C
2020,II,Cacatua ophthalmica,Aves,Psittaciformes,Cacatuidae,Cacatua,CZ,5,live,,P,C
2020,II,Cacatua leadbeateri,Aves,Psittaciformes,Cacatuidae,Cacatua,FR,0.6667,jewellery,Number of specimens,T,F
2020,II,Cacatua pastinator,Aves,Psittaciformes,Cacatuidae,Cacatua,FR,0.6667,jewellery,Number of specimens,T,F
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,D
2020,I,Cacatua moluccensis,Aves,Psittaciformes,Cacatuidae,Cacatua,QA,1,live,Number of specimens,T,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,AE,1,live,Number of specimens,T,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,C
2020,II,Cacatua alba,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,F
2020,II,Cacatua ducorpsii,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,live,Number of specimens,T,C
2020,II,Cacatua ducorpsii,Aves,Psittaciformes,Cacatuidae,Cacatua,JP,1,eggs (live),Number of specimens,T,C
