Year,Appendix,Taxon,Class,Order,Family,Genus,Exporter,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,LK,600,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,CO,600,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,SI,600,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,DE,600,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,NI,602,live,,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,603,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,HK,603,leather products (small),Number of specimens,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,PL,603.5,caviar,kg,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,605,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,CN,607.8,caviar,kg,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,608,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,DE,608.384,cosmetics,g,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,609,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,609,live,,T,F
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,FR,609,leather products (small),Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,KE,610,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,610,live,,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,FR,610,skins,Number of specimens,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,611,live,,T,F
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,ID,611,live,,T,F
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,SG,612,live,Number of specimens,T,D
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,TH,614,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,FR,614.5,leather products (small),Number of specimens,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,CA,615,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,CZ,615,live,,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,NL,617,live,,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,PL,617.04,caviar,kg,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,HK,619,live,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,KR,620,eggs,Number of specimens,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,TH,620,live,,T,C
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,JP,622,leather products (small),Number of specimens,T,W
2020,II,Alisterus scapularis,Aves,Psittaciformes,Psittacidae,Alisterus,IT,622.404,caviar,kg,T,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,UG,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PT,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,2,live,Number of specimens,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AT,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AT,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DK,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,2,live,Number of specimens,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,2,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,3,live,Number of specimens,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,3,live,Number of specimens,B,D
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,3,live,Number of specimens,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,3,live,Number of specimens,B,D
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AT,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,UG,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,live,,B,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,E,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,2,skins,Number of specimens,E,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,2,fins,Number of specimens,E,O
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE,2,fins,Number of specimens,E,O
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CM,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,F
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AR,2,trophies,Number of specimens,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,bone pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,O
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skin pieces,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skin pieces,Number of specimens,H,O
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,hair products,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,bones,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,2,leather products (small),Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NZ,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CM,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,horns,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,bodies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,rug,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,rug,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skin pieces,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,skulls,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,rug,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,HR,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SE,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,RU,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AR,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AR,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TR,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TR,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KG,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KG,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KG,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KG,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KG,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bodies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bodies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bodies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CM,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MZ,2,tusks,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CG,2,trophies,,H,
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CG,2,trophies,,H,
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ET,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MZ,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CZ,2,trophies,,H,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,2,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PK,3,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TZ,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,MZ,3,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,3,trophies,,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,3,skins,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,3,trophies,Number of specimens,H,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PH,2,live,,L,I
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DE,2,specimens,Number of specimens,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,2,specimens,Number of specimens,M,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ES,2.124,specimens,kg,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IN,2.16,specimens,l,M,U
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2.37,specimens,g,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IT,2.4,specimens,ml,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,2.55,specimens,kg,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR,2.795,specimens,kg,M,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,2,live,,N,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,3,live,Number of specimens,N,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skulls,,P,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,P,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,P,C
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,skulls,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CA,2,skulls,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,trophies,,P,O
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bones,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,bone pieces,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bones,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,bones,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skulls,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,ivory carvings,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skulls,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,KE,2,tusks,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NA,2,trophies,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA,2,skins,,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,teeth,Number of specimens,P,W
2020,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW,2,tusks,Number of specimens,P,W
