Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-SG,20,,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-CO,2,,skins,Number of specimens,T,C
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-GB,40,40,leather products (small),Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-CO,2,,skins,Number of specimens,T,C
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-CO,444,,skins,Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-CO,,501,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-DE,30,,skins,Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-DE,,30,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,24,24,skins,Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,4,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,,5,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,5,,skins,Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-VN,,115,leather products (small),Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NO,E-IT,,10,leather products (small),,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-IT,,2,garments,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,2,garments,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-SG,E-CO,300,,skins,Number of specimens,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-CO,10,10,skins,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-UA,E-IT,,2,garments,,T,D
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-CO,,1000,skins,,T,C
2020,I,Crocodylus acutus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-VN,E-KR,940,550,skins,Number of specimens,T,D
2020,I,Crocodylus mindorensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-PH,E-DE,3,,live,,N,C
2020,I,Crocodylus mindorensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-PH,E-DE,,2,live,,Z,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-NL,,1,bodies,,E,O
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-NL,1,,bodies,Number of specimens,E,O
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ES,E-ZA,3,,trophies,,H,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NZ,E-ZA,1,,trophies,Number of specimens,H,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-NA,,1,rug,Number of specimens,H,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-NA,,1,trophies,Number of specimens,H,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-GB,2,,leather products (small),,Q,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-UA,E-MD,,1,live,,Q,U
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-AE,,5,leather products (small),Number of specimens,T,W
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ES,E-SN,50,,leather products (small),,T,D
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-SN,50,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-GB,E-CH,16,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-GB,E-SG,21,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KH,E-GB,,1,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-NZ,E-SG,1,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-GB,,2,leather products (small),Number of specimens,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-CH,8,,leather products (small),,T,C
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-GB,,6,leather products (small),Number of specimens,T,R
2020,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ZA,E-GB,,1,leather products (small),Number of specimens,T,C
2020,I,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-TR,E-ES,11,,skins,,T,D
2020,I,Crocodylus palustris,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-DK,,4,live,,Z,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DK,E-PH,,1,leather products (small),,P,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-AE,,2,leather products (small),Number of specimens,P,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-US,E-GB,,1,rug,Number of specimens,P,O
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-FR,3,,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-FR,,0.7,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-FR,3,9,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-FR,4,3.5,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-FR,1,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-GB,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-IT,,2,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-IT,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AE,E-IT,,2,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-FR,,2,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-FR,,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-FR,,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-AU,E-SG,,12000,teeth,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-BL,E-IT,,2,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-FR,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-FR,,14,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-HK,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CH,E-IT,,1,leather products (large),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,7,,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,,0.33333334,leather products (large),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,,0.5,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,64,67,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,1,,leather products (large),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-FR,2,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,1,,leather products (small),Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,3,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,1,leather products (small),,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,3,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,23,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-IT,,30,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-PH,,3,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,234,240,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,,3,bodies,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,6,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,,3,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,200,50,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-SG,,400,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-TH,200,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-CN,E-TR,2,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-DK,E-CH,886,,oil,,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-AE,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-AE,1,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-AE,1,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-CH,1,,leather products (small),Number of specimens,T,W
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-CH,1.3333,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-CN,1,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-CN,4,4,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-HK,2,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-SG,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-SG,1,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-SG,1,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-FR,E-TH,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-GB,E-SG,7,7,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-ES,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,6,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,1,0.2,leather products (large),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,1,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,24,26,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,15,15,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-FR,1,,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-GB,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-IT,14,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-IT,4,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-KR,4,4,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-SG,90,240,oil,l,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-SG,200,200,skin pieces,kg,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-HK,E-TR,,2,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ID,E-ES,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-ID,E-ES,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-CN,2,,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-IT,E-TH,200,,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-AE,1,1,leather products (large),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-CH,1,,leather products (large),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-ES,9,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-ES,,41,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-ES,,100,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-ES,19,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-ES,,145,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,3,,leather products (small),Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,1,,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,7,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,4,,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,9,7,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,10,9,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,6,6,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-FR,11,9,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,2,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,3,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-IT,,3,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-SG,1,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,6,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,5,,skeletons,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,1321,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-TH,8,,skulls,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-JP,E-VN,70,70,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KH,E-HK,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-ES,4,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-ES,,4,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,3,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,155,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,21,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,1,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,1,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,2,3,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,3,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,636,288,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,,157,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-FR,594,,skins,Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,4,,garments,Number of specimens,T,R
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,4,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,,11,leather products (small),,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,65,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-IT,,61,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-SG,4,4,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-SG,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,2,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KR,E-TH,518,,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-FR,,1,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KW,E-FR,,1,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KZ,E-FR,,2,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-KZ,E-FR,,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MC,E-FR,,1,leather products (small),Number of specimens,T,O
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MC,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MC,E-IT,,1,garments,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MO,E-FR,3,3,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MO,E-FR,1,1,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MO,E-IT,6,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MY,E-CH,1,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MY,E-FR,1,,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-MY,E-FR,,4,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-OM,E-FR,,5,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-PH,E-IT,6,6,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-PH,E-SG,,258,skins,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-QA,E-GB,1,,leather products (small),Number of specimens,T,C
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,3,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,14,garments,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,2,leather products (small),Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,2,skin pieces,Number of specimens,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-FR,,1,leather products (small),Number of specimens,T,O
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,5,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,18,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,1,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,1,leather products (small),,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-IT,,37,skins,,T,D
2020,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,I-RU,E-TH,,130,leather products (small),Number of specimens,T,D
